LINK;TITULO;FECHA;MEDIO;MODALIDAD DE ROBO;TIPO DE ARMA;EDAD VICTIMA;EDAD DELINCUENTE;GENERO VICTIMA;GENERO DELINCUENTE;DISTRITO;MUERTOS;HERIDOS;OCUPACIÓN
http://rpp.pe/lima/policiales-crimenes/delincuentes-asaltaron-una-agencia-del-banco-de-la-nacion-en-la-victoria-noticia-1050242;Delincuentes asaltaron una agencia del Banco de la Nación en La Victoria;12/05/2017;RPP;Hurto;Sin Arma;;;;;La Victoria;0;0;
http://rpp.pe/lima/policiales-crimenes/delincuentes-asaltan-un-casino-en-san-borja-y-se-llevan-s-40-mil-noticia-1050212;Delincuentes asaltan un casino en San Borja y se llevan S/40 mil;12/05/2017;RPP;Hurto;No especifica;;;;Varios (No especifíca);San Borja;0;0;
http://peru21.pe/actualidad/persecucion-capturan-gallinazos-manco-capac-2281319;Padre es ahorcado por 'robacasas', pero logra sobrevivir para salvar a su familia [VIDEO];12/05/2017;Perú21;Asalto;Pistola / Arma blanca;35-55;35-55 (2) / 56-100;Hombre;Hombre (3);San Juan de Lurigancho;0;1;Dueño
http://www.elpopular.pe/actualidad-y-policiales/2017-05-13-pnp-sorprenden-delincuentes-en-pleno-asalto-empresa-en-san-juan-de-lurigancho;PNP: sorprenden a delincuentes en pleno asalto a empresa en en San Juan de Lurigancho.;13/05/2017;El Popular;Asalto;No especifica;;15-21 / 22-34;;Hombre (4);San Juan de Lurigancho;0;2;
http://www.elpopular.pe/actualidad-y-policiales/2017-05-13-san-juan-de-lurigancho-asaltan-farmacia-y-pnp-interviene-dos-sospechosos;San Juan de Lurigancho: asaltan farmacia y PNP interviene a dos sospechosos.;13/05/2017;El Popular;Asalto;Pistola;;35-55;;Hombre (2);San Juan de Lurigancho;0;0;
http://larepublica.pe/sociedad/875984-sjl-delincuentes-se-llevan-s-40-mil-de-una-clinica-veterinaria-video;SJL: Delincuentes se llevan S/ 40 mil de una clínica veterinaria [VIDEO];15/05/2017;La República;Asalto;Pistola;;;Varios;Hombre (4) / Mujer (2);San Juan de Lurigancho;0;0;Veterinario
http://ojo.pe/policial/san-juan-de-lurigancho-roban-en-restaurante-donde-habia-ninos-241838/;San Juan de Lurigancho: roban en restaurante donde había niños;16/05/2017;Ojo;Asalto;Pistola;;;;Hombre (5);San Juan de Lurigancho;0;0;Dueño de Restaurante
http://larepublica.pe/sociedad/875577-mujer-roba-celular-de-cajera-en-solo-3-segundos-video;Mujer roba celular de cajera en solo 3 segundos [VIDEO];14/05/2017;La República;Hurto;Sin Arma;;;Mujer;Mujer;La Molina;0;0;Mesera
https://panamericana.pe/panorama/locales/226644-adultos-mayores-blanco-delincuentes-asalto-banco-nacion;Adultos mayores blanco de delincuentes: asalto en el Banco de la Nación;14/05/2017;Panamericana;Asalto;Sin Arma;;;;;La Victoria;0;0;
http://cdn8.larepublica.pe/sociedad/877765-adolescente-frustra-asalto-y-recibe-dos-balazos-en-san-juan-de-miraflores;Adolescente frustra asalto y recibe dos balazos en San Juan de Miraflores;20/05/2017;La República;Asalto;Pistola;15-21;;Hombre;Hombre (2);San Juan de Lurigancho;0;1;Estudiante
http://larepublica.pe/sociedad/873548-balacera-en-pleno-concierto-de-cesar-vega-dejo-tres-heridos;Balacera en pleno concierto de César Vega dejó tres heridos [VIDEO];8/05/2017;La República;Otros;Pistola;;;Varios (3);Varios (No especifica);Callao;0;3;
http://peru21.pe/actualidad/ladrones-robaron-casa-dia-madre-y-se-llevaron-hasta-juguetes-nino-video-2281675;Ladrones robaron una casa en el Día de la Madre y se llevaron hasta los juguetes de un niño [VIDEO];15/05/2017;Perú21;Hurto;Sin Arma;;;Hombre / Mujer;;San Juan de Miraflores;0;0;Dueño
http://larepublica.pe/sociedad/871777-policia-detiene-dos-sujetos-que-llevaban-armas-de-guerra;Policía detiene a dos sujetos que llevaban armas de guerra [VIDEO];3/05/2017;La República;Otros;Otros;;15-21 / 22-34;;Hombre (2);Los Olivos;1;0;Ex-militar
https://panamericana.pe/buenosdiasperu/locales/226719-chorrillos-cae-delincuente-implicado-asalto-concurrido-restaurante;Chorrillos: cae delincuente implicado en asalto a concurrido restaurante;16/05/2017;Panamericana;Asalto;Pistola;;15-21;;Hombre;Chorrillos;0;0;
http://ojo.pe/policial/puente-piedra-un-pnp-herido-y-seis-detenidos-deja-enfrentamiento-con-invasores-241540/;Puente Piedra: un PNP herido y seis detenidos deja enfrentamiento con invasores;10/05/2017;Ojo;Otros;Pistola;;22-34 (3) / 35-55 (2) / 56-100;Hombre;Hombre / Mujer;Puente Piedra;0;1;Policía
http://ojo.pe/policial/vmt-capturan-a-banda-juvenil-de-raqueteros-video-241812/;VMT: Capturan a banda juvenil de 'raqueteros' (VIDEO);16/05/2017;Ojo;Raqueteo;Pistola;35-55;15-21 (3) / 22-34;Hombre;Hombre (2) / Mujer (2);Villa María del Triunfo;0;0;Obrero
http://peru21.pe/actualidad/policia-captura-analy-yarleque-montoya-requisitoriada-delito-secuestro-2281430;San Juan de Lurigancho: Policía captura a requisitoriada por el delito de secuestro;12/05/2017;Perú21;Otros;;;;;Mujer;San Juan de Lurigancho;0;0;
http://peru21.pe/actualidad/asesinan-empresario-tres-balazos-olivos-2282892;Asesinan a empresario de tres balazos por resistirse a robo de su auto;24/05/2017;Perú21;Asalto;Pistola;;Varios (4);Hombre;;Los Olivos;1;0;Empresario
http://ojo.pe/policial/chofer-fue-maniatado-por-delincuentes-la-policia-lo-rescata-y-encara-asi-a-choro-video-241850/;Chofer fue maniatado por delincuentes, PNP lo rescata y él ¡encara así a ladrón! (VIDEO);17/05/2017;Ojo;Asalto;Pistola;35-55;;Hombre;Hombre (2);Comas;0;0;Chofer
http://rpp.pe/lima/policiales-crimenes/video-delincuentes-asaltaron-trailer-y-secuestraron-al-chofer-noticia-1051238;Delincuentes asaltaron tráiler y secuestraron al chófer;17/05/2017;RPP;Asalto;Pistola;;;Hombre;Hombres (3);Comas;0;1;Chofer
http://canaln.pe/actualidad/callao-herido-deja-infernal-balacera-enfrentamiento-bandos-n276453;Callao: un herido dejó balacera tras enfrentamiento entre familias;15/05/2017;CanalN;Otros;Pistola;22-34;;Hombre;Hombre (3);Callao;0;1;
http://www.elpopular.pe/actualidad-y-policiales/2017-05-21-abogado-abate-ladrones-que-iban-robarle-carro;PNP: abogado abate ladrones que iban a robarle carro.;21/05/2017;El Popular;Asalto;Pistola;35-55;;Hombre;Hombre (2);Magdalena del Mar;2;1;Abogado
http://larepublica.pe/sociedad/877790-empresario-se-enfrenta-balazos-para-evitar-robo-de-su-camioneta;Empresario se enfrenta a balazos para evitar robo de su camioneta;20/05/2017;La República;Asalto;Pistola;;22-34 / 35-55;Hombre;Hombre (2);Magdalena del Mar;2;1;Empresario
http://www.elpopular.pe/actualidad-y-policiales/2017-05-18-balean-policia-tras-asalto-cambista-en-centro-de-lima-foto-y-videos;Balean a policía tras asalto a cambista en Centro de Lima;18/05/2017;El Popular;Asalto;Pistola;;;Hombre;Hombre (2);Cercado de Lima;0;2;Cambista
http://www.elpopular.pe/actualidad-y-policiales/2017-05-18-balean-estudiante-de-16-anos-por-resistirse-al-robo-de-su-celular-en-los-olivos-video;Los Olivos: queda grave estudiante baleada al resisitirse a robo de celular.;18/05/2017;El Popular;Asalto;Pistola;15-21;;Mujer;Hombre (2);Los Olivos;0;1;Estudiante
http://diariocorreo.pe/ciudad/magdalena-empresario-mata-a-dos-delincuentes-que-intentaron-robarle-camioneta-751036/;Magdalena: empresario mata a dos delincuentes que intentaron robarle camioneta;18/05/2017;Correo;Hurto;Pistola;;;Hombre;Varios (No especifíca);Magdalena;0;1;Empresario
http://www.elpopular.pe/actualidad-y-policiales/2017-05-19-san-martin-de-porres-le-disparan-en-el-estomago-para-robarle-un-celular-video;San Martín de Porres: le disparan en el estómago para robarle un celular.;19/05/2017;El Popular;Asalto;Pistola;15-21;;Hombre;Hombre (3);San Martin de Porres;0;1;
http://peru21.pe/actualidad/victoria-delincuentes-ingresan-galeria-comercial-y-roban-mas-s-200-mil-video-2282280;La Victoria: Delincuentes ingresan a galería comercial y roban más de S/ 200 mil [VIDEO];19/05/2017;Perú21;Asalto;Pistola;56-100;;Hombre;Hombre (5);La Victoria;0;1;Vigilante
http://larepublica.pe/sociedad/872185-asaltan-vivienda-de-la-congresista-marisa-glave;Roban en vivienda de la madre de la congresista Marisa Glave [VIDEO];4/05/2017;La República;Hurto;Sin Arma;56-100;;Mujer;Hombre (2);Miraflores;1;1;
http://www.latina.pe/noticias/90/puente-piedra-estrangulan-a-anciano-para-robarle-50-mil-soles-52037/;Puente Piedra: estrangulan a anciano para robarle 50 mil soles;7/05/2017;Latina;Asalto;Otros;;;Hombre;Mujer;Puente Piedra;1;0;
http://larepublica.pe/sociedad/873043-puente-piedra-asesinan-hombre-por-robar-cachangas-de-puesto-de-comida;Puente Piedra: Asesinan a hombre por robar cachangas de puesto de comida;5/05/2017;La República;Hurto;Sin Arma;;35-55;Mujer;Hombre;Puente Piedra;1;0;Comerciante
http://rpp.pe/lima/policiales-crimenes/delincuentes-balearon-a-un-joven-aspirante-a-policia-para-robarle-un-celular-noticia-1051997;Delincuentes balearon a un joven aspirante a policía para robarle un celular;20/05/2017;RPP;Asalto;Pistola;;;Hombre;Varios (No especifica);San Martin de Porres;0;1;Policía
https://panamericana.pe/buenosdiasperu/locales/226956-asaltan-clientes-trabajadores-cafeteria-lince;Asaltan a clietes y trabajadores de cafatería de Lince;20/05/2017;Panamericana;Asalto;Pistola;;;Varios (No especifíca);Hombres (2);Lince;0;0;
http://peru21.pe/actualidad/dos-delincuentes-armados-roban-10-mil-dolares-cambista-frente-al-congreso-fotos-2282417;Dos delincuentes armados roban 10 mil dólares a cambista frente al Congreso [FOTOS];20/05/2017;Perú21;Asalto;Pistola;;;Hombre;Hombre (2);Cercado de Lima;0;0;Cambista
http://larepublica.pe/sociedad/877946-barrios-altos-disparan-otro-joven-que-intento-frustrar-robo-de-su-celular-video;Barrios Altos: disparan a otro joven que intentó frustrar robo de su celular [VIDEO];21/05/2017;La República;Raqueteo;Pistola;15-21;;Hombre;Hombre (6);Cercado de Lima;0;1;Estudiante
http://larepublica.pe/impresa/sociedad/876895-funcionaria-del-inpe-habria-sido-asesinada-en-sjl-por-venganza;Funcionaria del INPE habría sido asesinada en SJL por venganza;13/05/2017;La República;Sicariato;Pistola;35-55;;Mujer;Hombre;San Juan de Lurigancho;1;0;Obstetriz
http://www.elpopular.pe/actualidad-y-policiales/2017-05-21-callao-policia-nacional-captura-tres-sujetos-que-extorsionaban-madre-de-familia;Callao: Policía Nacional captura a tres sujetos que extorsionaban a madre de familia;21/05/2017;El Popular;Extorsión;Sin Arma;22-34;15-21 / 35-55;Mujer;Hombre (3);Bellavista;0;0;Madre de familia
http://www.elpopular.pe/actualidad-y-policiales/2017-05-21-policia-nacional-captura-extorsionador-con-dos-cuchillos;Policía Nacional captura a extorsionador con dos cuchillos;21/05/2017;El Popular;Extorsión;Pistola / Arma blanca;35-55;22-34;Hombre;Hombre (2);Manchay;0;0;Empresario
http://diariocorreo.pe/ciudad/centro-de-lima-policia-y-cambista-heridos-por-balacera-video-750547/;Centro de Lima: policía herido en balacera se está recuperando;21/05/2017;Correo;Asalto;Pistola;;;Hombre;Varios (No especifíca);Cercado de Lima;0;1;Policía
http://peru21.pe/actualidad/hampon-dispara-al-aire-y-golpea-periodista-peru21-robarle-su-celular-testimonio-2282517;Hampón dispara al aire y golpea a periodista de Perú21 para robarle su celular [Testimonio];21/05/2017;Perú21;Asalto;Pistola;;;Mujer;Hombre;Cercado de Lima;0;0;Periodista
http://larepublica.pe/sociedad/698642-independencia-policia-mato-delincuente-durante-un-intento-de-robo;Policía resultó herido tras un intento de asalto en Independencia;22/05/2017;La República;Asalto;Sin Arma;22-34;;Varios (2);Hombre;Independencia;0;2;Policía
http://larepublica.pe/sociedad/878252-camaras-registran-violento-asalto-y-robo-de-celular-joven-en-independencia-video;Cámaras registran violento asalto y robo de celular a joven en Independencia [VIDEO];22/05/2017;La República;Raqueteo;Pistola;;;Mujer;Hombre (2);Independencia;0;0;
http://larepublica.pe/sociedad/878466-lima-delincuentes-roban-s2-mil-de-una-optica-en-el-jr-huancavelica-video;Lima: Delincuentes roban S/.2 mil de una óptica en el Jr. Huancavelica [VIDEO];22/05/2017;La República;Asalto;Pistola;;;Mujer(2);Hombre (2);Cercado de Lima;0;0;Vendedor
http://www.elpopular.pe/actualidad-y-policiales/2017-05-22-roban-tienda-en-gamarra-y-acusan-ex-trabajador;Roban tienda en Gamarra y acusan a ex trabajador;22/05/2017;El Popular;Asalto;Sin Arma;;22-34 / 35-55;;Hombre (4);Surquillo;0;0;
http://larepublica.pe/sociedad/878052-cercado-de-lima-detienen-presuntos-delincuentes-que-habrian-disparado-contra-joven-por-robar-su-celular;Cercado: identifican a estudiante que disparó a estudiante a estudiante en asalto;23/05/2017;La República;Asalto;Pistola;15-21;;Hombre;Varios (No especifica);Cercado de Lima;0;0;Estudiante
https://panamericana.pe/24horas/locales/228682-independencia-vecinos-exigen-mayor-seguridad-constantes-robos;Independencia: vecinos exigen mayor seguridad ante constantes asaltos;23/05/2017;Panamericana;Asalto;Pistola;;;Hombre;;Independencia;0;1;Estudiante
http://ojo.pe/policial/banda-que-robo-tienda-gamarra-tambien-robo-casino-en-san-borja-242146/;Banda que robó tienda Gamarra también asaltó casino en San Borja;23/05/2017;Ojo;Asalto;Pistola;;;;Hombre (4);San Borja;0;0;
https://panamericana.pe/24horas/locales/227133-capturan-presuntos-delincuentes-asalto-banco-nacion;Capturan a uno de lospresuntos delincuentes del asalto en Banco de la Nación;23/05/2017;Panamericana;Hurto;Pistola;;;;Varios (No especifíca);La Victoria;0;0;Banquero
http://peru21.pe/actualidad/cae-banda-delictiva-que-sembraba-terror-avenida-colonial-2282765;Cae banda delictiva que sembraba el terror en la avenida Colonial [FOTOS];23/05/2017;Perú21;Hurto;;;22-34 (2);;Hombre (2);Cercado de Lima;0;0;Transeúnte
http://www.elpopular.pe/actualidad-y-policiales/2017-05-24-cercado-de-lima-feroz-pierito-baleo-estudiante-para-robarle-celular-y-asalto-taxista;"Cercado de Lima: feroz ""Pierito"" baleó a estudiante para robarle celular.";24/05/2017;El Popular;Asalto;Pistola;;15-21;Hombre;Hombre;Cercado de Lima;0;0;Chofer
https://panamericana.pe/buenosdiasperu/locales/227156-olivos-propietaria-minimarket-asaltado-veces-solicita-seguridad-zona;Los Olivos: propietaria de minimarket asaltado dos veces solicita más seguridad en la zona;24/05/2017;Panamericana;Asalto;Pistola;;;Hombre;Hombres (3);Los Olivos;0;0;Comerciante
http://canaln.pe/actualidad/san-borja-roban-mas-s-2-millones-efectivo-vivienda-comerciante-n277629;San Borja: roban más de S/ 2 millones en efectivo de vivienda de comerciante;24/05/2017;CanalN;Hurto;Sin arma;;;Mujer;Varios (No especifíca);San Borja;0;0;
http://peru21.pe/actualidad/smp-asesinan-sujeto-cuatro-balazos-esta-madrugada-video-2279977;SMP: Asesinan a sujeto de cuatro balazos esta madrugada [Video];2/05/2017;Perú21;Otros;Pistola;;;Hombre;Hombre (3);San Martin de Porres;1;0;
http://larepublica.pe/sociedad/879402-balean-y-dejan-grave-comerciante-avicola;Balean y dejan grave a comerciante avícola;25/05/2017;La República;Sicariato;Pistola;35-55;;Hombre;Hombre;Chorrillos;0;1;Comerciante
http://larepublica.pe/sociedad/876983-smp-sicario-sale-en-libertad-y-una-semana-despues-es-asesinado-video;SMP: sicario sale en libertad y una semana después es asesinado [VIDEO];18/05/2017;La República;Sicariato;Pistola;22-34;;Hombre;Varios (No especifica);San Martin de Porres;1;0;Delincuente
https://panamericana.pe/24horas/locales/227348-victoria-capturan-delincuente-asalto-productora-television;La Victoria: capturan a delincuente que asaltó a productora de televisión;26/05/2017;Panamericana;Asalto;Pistola;;15-21;Mujer;Hombre;La Victoria;0;0;Periodista
http://peru21.pe/actualidad/villa-salvador-delincuentes-se-llevan-s100-mil-botica-video-2283150;Villa El Salvador: Delincuentes se llevan S/100 mil de botica [VIDEO];26/05/2017;Perú21;Asalto;Pistola;;;Hombre / Mujer;;Villa El Salvador;0;0;Farmacéutico
http://peru21.pe/actualidad/marcas-roban-s30-mil-empresario-2283306;Cercado de Lima: 'Marcas' roban S/30 mil a empresario;27/05/2017;Perú21;Marcaje;Pistola;35-55;Varios (5);Hombre;Varios (No especifíca);Cercado de Lima;0;0;Empresario
http://www.elpopular.pe/actualidad-y-policiales/2017-05-28-hampones-roban-12500-soles-comerciante-en-salamanca-video;Hampones roban 12,500 soles a comerciantes en Salamanca;28/05/2017;El Popular;Asalto;Pistola;;;Mujer;Hombre (2);Salamanca;0;0;Comerciante
http://www.elpopular.pe/actualidad-y-policiales/2017-05-28-delincuentes-se-llevan-5-mil-soles-y-maquinas-tragamonedas;Delincuentes se llevan 5 mil soles y maquinas tragamonedas;28/05/2017;El Popular;Asalto;Pistola;15-21 / 35-55;;Varios (3);Hombre (4);San Martin de Porres;0;0;Administrador
http://peru21.pe/actualidad/marcas-moto-roban-s12500-comerciantes-2283421;‘Marcas’ en moto roban S/12,500 a comerciantes del Mercado Mayorista de Santa Anita [Video];28/05/2017;Perú21;Asalto;Pistola;;;Hombre (2) / Mujer;Varios (No especifíca);Ate;0;0;Comerciante
http://peru21.pe/actualidad/villa-salvador-asesino-arresto-domiciliario-fue-capturado-mientras-robaba-video-2283398;VES: Asesino con arresto domiciliario fue capturado mientras robaba [Video];28/05/2017;Perú21;Hurto;;;;;Hombre;Villa El Salvador;0;0;
http://rpp.pe/lima/policiales-crimenes/video-delincuentes-robaron-cerca-de-5-mil-soles-en-joyas-de-ilaria-noticia-1053872;Delincuentes robaron cerca de 5 mil soles en joyas de Ilaria;29/05/2017;RPP;Hurto;Sin Arma;;;;;San Isidro;0;0;
http://ojo.pe/policial/smp-sicarios-asesinan-a-golpes-a-hombre-muy-cerca-a-colegio-video-242492/;SMP: hombre atado con cinta de embalaje y sin vida es hallado cerca a colegio (VIDEO);31/05/2017;Ojo;Sicariato;Sin Arma;;;Hombre;;San Martin de Porres;1;0;
http://larepublica.pe/sociedad/880992-policia-desmantela-banda-dedicada-al-robo-agravado-en-huachipa;Policía desmantela banda dedicada al robo agravado en Huachipa;30/05/2017;La República;Asalto;Pistola;;;Varios (2);Hombre (3);Lurigancho-Chosica;0;0;
http://peru21.pe/actualidad/miraflores-delincuentes-robaron-mas-us150-mil-siete-departamentos-2283574;Miraflores: Delincuentes robaron más de US$150 mil de siete departamentos;30/05/2017;Perú21;Hurto;Sin arma;;;Varios (No especifíca);Varios (No especifíca);Miraflores;0;0;
http://peru21.pe/actualidad/joven-se-enfrenta-balazos-dos-hampones-y-hiere-uno-2283646;San Martín de Porres: Joven se enfrenta balazos a dos hampones y hiere a uno;30/05/2017;Perú21;Asalto;Pistola;;;Hombre (2);Hombre (2);San Martin de Porres;0;1;Chofer
http://larepublica.pe/sociedad/881368-una-comerciante-sigue-ladron-por-gps-de-celular-y-lo-encuentra-en-las-malvinas;Una comerciante sigue a ladrón por GPS de celular y lo encuentra en Las Malvinas;31/05/2017;La República;Hurto;Sin Arma;22-34;22-34 / 34-55;Mujer;Hombre (2);Cercado de Lima;0;0;Empresario
http://larepublica.pe/sociedad/877805-villa-maria-del-triunfo-sujeto-roba-celular-pero-tropieza-con-una-piedra-y-muere-video;Villa María del triunfo: sujeto roba celular pero tropieza con una piedra y muere [VIDEO];20/05/2017;La República;Hurto;Sin Arma;;22-34;;Hombre;Villa María del Triunfo;1;0;
http://ojo.pe/policial/smp-no-pueden-con-mister-huaral-choro-es-herido-en-pleno-asalto-de-moto-242495/;SMP: ¡No pueden con Mister Huaral! Choro es herido en pleno asalto de moto;31/05/2017;Ojo;Asalto;Sin Arma;22-34;Varios (2);Hombre;Hombre (2);San Martin de Porres;0;1;
https://panamericana.pe/24horas/locales/227557-policia-captura-delincuente-asalto-medico-jesus-maria;Policía captura a delincuente que asaltó a médico en Jesús María;31/05/2017;Panamericana;Raqueteo;Pistola;;;Hombre;Hombres (2);Jesús María;0;0;Médico
http://peru21.pe/actualidad/ladrones-se-hacen-pasar-policias-pedir-celulares-transeuntes-y-robarselos-video-2283764;Ladrones se hacen pasar por policías para pedir celulares a transeúntes y robárselos [VIDEO];31/05/2017;Perú21;Hurto;Sin Arma;;;Hombre;Varios (No especifíca);Cercado de Lima;0;0;Estudiante
http://ojo.pe/policial/la-molina-casi-asaltan-restaurante-mi-tradicion-sin-importar-los-comensales-presentes-video-242546/;"La Molina: casi asaltan restaurante ""Mi tradición"" sin importar los comensales presentes (VIDEO)";1/06/2017;Ojo;Asalto;Pistola;;;;Hombre(2);La Molina;0;0;
http://larepublica.pe/sociedad/881686-callao-hombre-es-herido-de-bala-en-la-puerta-de-su-casa-video;Callao: hombre es herido de bala en la puerta de su casa [VIDEO];1/06/2017;La República;Sicariato;Pistola;22-34;22-34;Hombre;Hombre;Callao;0;2;
http://cdn8.larepublica.pe/sociedad/882059-veterinaria-se-enfrenta-delincuente-y-frustra-asalto-con-temeraria-accion-video;Veterinaria se enfrenta a delincuente y frustra asalto con temeraria acción [VIDEO];2/06/2017;La República;Asalto;Pistola;;;Mujer;Hombre;San Borja;0;0;Veterinaria
http://www.elpopular.pe/actualidad-y-policiales/2017-06-02-callao-regreso-de-chile-para-velorio-de-su-madre-y-fue-baleado-por-sicarios;Callao: regresó de Chile para velorio de su madre y fue baleado por sicarios;2/06/2017;El Popular;Sicariato;Pistola;;;Hombre;Hombre (2);Callao;0;2;
http://trome.pe/actualidad/policiales/san-miguel-acribillan-empresario-crimen-carlos-burgos-video-fotos-52076;San Miguel: Acribillan a empresario vinculado a crimen de hijo de Carlos Burgos y vive de milagro [VIDEO y FOTOS];4/06/2017;Trome;Sicariato;Pistola;22-34;;Hombre;Hombre (2);San Miguel;0;1;Empresario
http://trome.pe/actualidad/policiales/san-borja-combazos-robo-tienda-rambla-video-52149;San Borja: A ‘combazos’ roban tienda de La Rambla y se llevan costosos equipos valorizados en 20 mil soles [VIDEO];5/06/2017;Trome;Hurto;Arma Blanca;;22-34;;Hombre (3);San Borja;0;0;
https://panamericana.pe/24horas/locales/227910-vmt-conductor-baleado-viene-recuperando-favorablemente-asalto;VMT: conductor baleado se viene recuperando favorablemente tras asalto;5/06/2017;Panamericana;Asalto;Pistola;;;Hombre;Hombre (2);Villa Maria del Triunfo;0;1;Condcutor
http://ojo.pe/policial/carabayllo-abogado-es-amedrentado-con-una-granada-de-guerra-por-encargo-de-traficantes-de-tierras-242677/;Carabayllo: Abogado es amedrentado con una granada de guerra por encargo de traficantes de tierras;5/06/2017;Ojo;Extorsión;Otros;;;Hombre;Hombre(3);Carabayllo;0;0;Abogado
http://peru21.pe/actualidad/dos-nuevas-victimas-hampa-san-juan-lurigancho-y-santa-anita-2284353;Dos nuevas víctimas del hampa en San Juan de Lurigancho y Santa Anita;5/06/2017;Perú21;Marcaje;Pistola;;;;Hombre (3);San Juan de Lurigancho;0;0;Empresario
http://rpp.pe/lima/policiales-crimenes/hallan-cuerpo-calcinado-de-un-hombre-en-basurero-de-la-victoria-noticia-1056028;Video | Hallan un cadáver en llamas en un basurero de La Victoria;6/06/2017;RPP;Otros;;35-55;;Hombre;Varios (No especifica);La Victoria;1;0;
http://rpp.pe/lima/actualidad/la-policia-incauto-90-celulares-durante-operativo-en-cercado-de-lima-noticia-1055922;La Policía incautó 90 celulares durante operativo en Cercado de Lima;6/06/2017;RPP;Hurto;;;;;;Cercado de Lima;0;0;
http://larepublica.pe/sociedad/882346-cercado-policias-integraban-banda-de-marcas;Cercado: policías integraban banda de “marcas”;6/06/2017;La República;Marcaje;Pistola;;;;Hombre (2);Cercado de Lima;0;0;Empresario
http://peru21.pe/actualidad/puente-piedra-matan-hincha-cuando-estaba-camino-al-clasico-2284401;Barristas de Alianza Lima matan a hincha de la Universitario cuando estaba camino al clásico [VIDEO];6/06/2017;Perú21;Otros;Arma blanca;22-34;;Hombre;Varios(No especifica);Puente Piedra;1;0;Barrista
http://peru21.pe/actualidad/callao-detienen-sereno-que-vendia-droga-su-patrullero-perla-video-2284696;Callao: Detienen a sereno que vendía droga en su patrullero en La Perla;7/05/2017;Perú21;Otros;Pistola;;;;Varios(No especifica);Callao;0;0;
http://rpp.pe/lima/policiales-crimenes/ninos-fueron-victimas-de-noticia-1056007;Ate: Sujetos arrebatan bicicletas a niños a plena luz del día;7/06/2017;RPP;Hurto;;;;Hombre (3);Hombre (2);Ate;0;0;
http://trome.pe/actualidad/policiales/mi-peru-intervienen-aparentemente-entrar-casa-hurtar-artefactos-52391;Mi Perú: Lo intervienen por aparentemente entrar a casa para hurtar artefactos;7/06/2017;Trome;Hurto;;;22-34;;Hombre;Mi Perú;0;0;
http://ojo.pe/policial/barranco-asaltan-restaurante-y-se-llevan-pertenencias-de-los-comensales-242773/;"Barranco: asaltan restaurante ""Viejo fundo"" con comensales dentro (VIDEO)";7/06/2017;Ojo;Asalto;Pistola;;;;;Barranco;0;0;
http://rpp.pe/lima/policiales-crimenes/video-delincuentes-asaltaron-a-clientes-en-una-jugueria-de-san-borja-noticia-1056327;Delincuentes asaltaron a clientes en una juguería de San Borja;8/06/2017;RPP;Asalto;Pistola;;;Hombre;Hombre (2);San Borja;0;0;
http://trome.pe/actualidad/policiales/san-juan-lurigancho-rateros-trepan-muros-colegio-llevan-material-didactico-52530;San Juan de Lurigancho: Rateros trepan muros de colegio y se llevan material didáctico;8/06/2017;Trome;Hurto;;;;;Varios (No especifica);San Juan de Lurigancho;0;0;
http://ojo.pe/policial/vmt-marcas-asaltan-a-pareja-y-se-llevan-5-mil-dolares-a-plena-luz-del-dia-video-242896/;"VMT: ""Marcas"" asaltan a pareja y se llevan 5 mil dólares a plena luz del día (VIDEO)";8/06/2017;Ojo;Marcaje;Pistola;;;;Hombre (4);Villa Maria del Triunfo;0;0;
http://www.elpopular.pe/actualidad-y-policiales/2017-06-09-callao-pnp-captura-peligroso-asaltante-de-taxistas;Callao: PNP captura a peligroso asaltante de taxistas;9/06/2017;El Popular;Asalto;Pistola;;;Varios (No especifica);Hombre;Callao;0;0;Taxista
http://rpp.pe/lima/policiales-crimenes/asaltan-a-jovenes-en-una-camioneta-frente-al-jockey-plaza-en-surco-noticia-1056843;Asaltan a jóvenes en una camioneta frente al Jockey Plaza en Surco;9/06/2017;RPP;Asalto;Pistola;22-34;;Hombre (2);Varios (No especifica);Surco;0;0;
http://trome.pe/actualidad/inseguridad-ciudadana-ladron-dormilon-roba-carteras-huye-casa-pone-pijama-evitar-captura-fotos-52584;Inseguridad ciudadana: Ladrón dormilón roba carteras, huye a su casa y se pone pijama para evitar captura [FOTOS];9/06/2017;Trome;Asalto;Arma Blanca;35-55;15-21;Mujer;Hombre;Villa El Salvador;0;0;
https://panamericana.pe/buenosdiasperu/locales/228134-san-martin-porres-pnp-realiza-captura-banda-asalto-repartidor-celulares;San Martín de Porres: PNP realiza captura de banda que asaltó a repartidor de celulares;9/06/2017;Panamericana;Asalto;Arma blanca;;15-21 (3) / 22-34 (1);Hombre;Hombre (4);San Martín de Porres;0;0;Trabajador
http://larepublica.pe/sociedad/884353-barranco-marcas-asaltan-cineasta-y-se-llevan-mas-de-15-mil-soles-video;Barranco: 'Marcas' asaltan a cineasta y se llevan más de 15 mil soles [VIDEO];9/06/2017;La República;Marcaje;Pistola;;;Hombre;Hombre (2);Barranco;0;0;Cineasta
http://peru21.pe/actualidad/balean-joven-robarle-su-celular-2285059;Hampones balean a joven para robarle su celular;10/05/2017;Perú21;Raqueteo;Pistola;22-34;Varios (2);Hombre;Hombre (2);Carabayllo;0;1;
