LINK;TITULO;FECHA;MEDIO;MODALIDAD DE ROBO;TIPO DE ARMA;EDAD VICTIMA;EDAD DELINCUENTE;GENERO VICTIMA;GENERO DELINCUENTE;DISTRITO;MUERTOS;HERIDOS;OCUPACIÓN
http://peru21.pe/actualidad/roban-casa-carabayllo-y-se-llevan-hasta-mascota-2285065;Roban casa en Carabayllo y se llevan hasta la mascota;10/05/2017;Perú21;Hurto;Sin arma;56-100;;Mujer;Varios(No especifica);Carabayllo;0;0;Dueño
http://trome.pe/actualidad/marina-mora-asalto-marcas-joyas-inseguridad-ciudadana-video-fotos-52579;Marina Mora fue asaltada por 'marcas' y se llevaron 200 mil dólares en joyas [VIDEO];10/06/2017;Trome;Marcaje;Pistola;35-55;;Mujer;Hombre (2);Cercado de Lima;0;0;Empresario
http://trome.pe/actualidad/olivos-ladron-bicicleta-policia-captura-video-52675;Los Olivos: 'Pato viejo' fue capturado con bicicleta valorizada en 8 mil soles [VIDEO];10/06/2017;Trome;Hurto;;;56-100;;Hombre;Los Olivos;0;0;
https://panamericana.pe/24horas/locales/228221-marcas-siguen-sembrando-terror-lima;Marcas' siguen sembrando en terror en Lima;10/06/2017;Panamericana;Marcaje;Pistola;;;Varios (No específica);Varios (No específica);Villa Maria del Triunfo;0;0;
http://www.elpopular.pe/actualidad-y-policiales/2017-06-11-cumpleanos-de-terror;Cumpleaños de terror;11/06/2017;El Popular;Raqueteo;;0-14 / 15-21 / 22-34;;Varios (5);Varios (No especifica);El Agustino;0;0;
http://peru21.pe/actualidad/asesinan-tres-balazos-ex-policia-victoria-2285517;Asesinan de tres balazos a ex policía en La Victoria;13/05/2017;Perú21;Otros;Pistola;22-34;;Hombre;Hombre;La Victoria;1;0;Ex policía
http://ojo.pe/policial/jesus-maria-mujer-distrae-a-vigilantes-y-complices-roban-en-edificio-243096/;Jesús María: Mujer distrae a vigilantes y cómplices roban en edificio;14/06/2017;Ojo;Hurto;Sin arma;22-34;;Mujer(1);Hombre(2)/Mujer(2);Jesús María;0;0;Arquitecto
http://www.elpopular.pe/actualidad-y-policiales/2017-06-14-comas-delincuentes-amarran-familia-para-robar-fabrica-de-cobre;Comas: delincuentes amarran familia para robar fábrica de cobre;14/06/2017;El Popular;Asalto;Pistola;;;Varios (5);Hombre (2);Comas;0;0;
http://trome.pe/actualidad/policiales/falsos-policias-asaltan-casa-san-juan-lurigancho-fotos-53126;Inseguridad ciudadana: Falsos policías asaltan casa en San Juan de Lurigancho [FOTOS];15/06/2017;Trome;Asalto;Pistola;22-34;;Varios (No especifica);Hombre (4);San Juan de Lurigancho;0;0;
http://www.elpopular.pe/espectaculos/2017-06-15-karla-tarazona-fue-asaltada-mano-armada-en-chorrillos;Karla Tarazona fue asaltada a mano armada en Chorrillos;15/06/2017;El Popular;Asalto;Pistola;22-34;;Mujer;Hombre (2);Chorrillos;0;0;Actriz
http://www.elpopular.pe/actualidad-y-policiales/2017-06-15-callao-hombre-es-asesinado-cuando-conducia-vehiculo;Callao: hombre es asesinado cuando conducía vehículo;15/06/2017;El Popular;Sicariato;Pistola;;;Hombre;Varios (2);Callao;1;0;
http://peru21.pe/actualidad/san-isidro-hampones-se-llevan-cerca-us50000-joyeria-video-2285902;San Isidro: Hampones se llevan cerca de US$50,000 de joyería [VIDEO];16/05/2017;Perú21;Hurto;Sin arma;;;;;San Isidro;0;0;
http://www.elpopular.pe/actualidad-y-policiales/2017-06-16-roban-9-familias-en-carabayllo;Roban a 9 familias en Carabayllo;16/06/2017;El Popular;Asalto;Pistola;35-55;;Varios (11);Varios (No especifica);Carabayllo;0;1;
http://trome.pe/actualidad/chorrillos-metropolitano-hermanos-delincuentes-53206;Chorrillos: hermanos asaltaban a los usuarios del Metropolitano;16/06/2017;Trome;Asalto;Pistola;;;;Hombre (2);Chorrillos;0;0;
http://www.latina.pe/noticias/90/la-victoria-asaltan-y-secuestran-a-comerciantes-y-les-roban-mas-de-50-mil-53692/;La Victoria: asaltan y secuestran a comerciantes y les roban más de 50 mil;16/06/2017;Latina;Asalto;Pistola;35-55;;Hombre;Hombre (2);La Victoria;0;0;Empresario
http://larepublica.pe/sociedad/886789-san-isidro-frustran-intento-de-asalto-local-de-saga-falabella-video;San Isidro: Frustran intento de asalto a local de Saga Falabella [VIDEO];17/06/2017;La República;Hurto;Otros;;;;Varios (No especifica);San Isidro;0;0;
http://www.elpopular.pe/actualidad-y-policiales/2017-06-17-policia-atrapa-tres-marcas-cuando-reglaban-empresario-en-san-juan-de-lurigancho;Policiía atrapa a tres marcas cuando reglaban a empresario en San Juan de Lurigancho;17/06/2017;El Popular;Marcaje;Pistola;;22-34;Hombre;Hombre (3);San Juan de Lurigancho;0;0;Empresario
http://www.elpopular.pe/actualidad-y-policiales/2017-06-17-detienen-sujeto-que-extorsionaba-mujer-con-publicar-video-intimo;Detienen a sujeto que extorsionaba a mujer con publicar video íntimo;17/06/2017;El Popular;Extorsión;;;15-21;Mujer;Hombre;Villa Maria del Triunfo;0;0;
http://peru21.pe/actualidad/caen-hampones-que-robaron-dos-extranjeras-2286028;San Martín de Porres: Rompen luna del taxi y asaltan a dos turistas estadounidenses;17/06/2017;Perú21;Asalto;Pistola;;;Mujer (2);Hombre (2);San Martín de Porres;0;0;Turista
http://trome.pe/actualidad/callao-sicarios-empresario-muerte-53311;Callao: sicarios matan a empresario mientras manejaba su automóvil;17/06/2017;Trome;Sicariato;Pistola;35-55;;Hombre;Hombre (2);Callao;1;0;Empresario
http://peru21.pe/actualidad/cayeron-tres-delincuentes-que-robaban-al-paso-bordo-minivan-cieneguilla-2286152;Cayeron tres delincuentes que robaban al paso a bordo de una miniván en Cieneguilla;18/05/2017;Perú21;Raqueteo;Pistola;;22-34 (3);;Hombre (3);Cieneguilla;;;
http://peru21.pe/actualidad/san-isidro-delincuentes-irrumpen-vivienda-y-roban-s30-mil-2286074;San Isidro: Delincuentes irrumpen en vivienda y roban S/30 mil;18/05/2017;Perú21;Hurto;Sin arma;;Varios (2);Hombre;Varios(No especifica);San Isidro;0;0;Empresario
http://www.elpopular.pe/actualidad-y-policiales/2017-06-18-falso-taxista-huyo-con-equipaje-de-pasajeros;Falso taxista huyó con equipaje de pasajeros;18/06/2017;El Popular;Hurto;;35-55;35-55;Mujer;Hombre;Callao;0;0;Pasajera
http://www.elpopular.pe/actualidad-y-policiales/2017-06-19-celebraban-en-cebicheria-y-encapuchados-los-asaltan;Celebraban en cebichería y encapuchados los asaltan;19/06/2017;El Popular;Asalto;Pistola;;;Varios;Hombre (4);La Victoria;0;0;
http://trome.pe/actualidad/independencia-ladron-fisicoculturista-asalto-53455;Independencia: ladrón balea en el ojo a fisicoculturista y lo deja al borde de la muerte;19/06/2017;Trome;Asalto;Pistola;15-21;;Hombre;Hombre;Independencia;0;1;Estudiante
http://trome.pe/espectaculos/comas-delincuentes-chatin-peperas-robo-53477;Comas: Delincuentes pepearon a Chatín y vaciaron su casa;19/06/2017;Trome;Pepazo;;35-55;;Hombre;Varios (No especifica);Comas;0;0;Comediante
http://www.elpopular.pe/actualidad-y-policiales/2017-06-20-camaras-captan-sicario-que-que-asesinaron-ex-policia-en-la-victoria-video;Cámaras captan a sicarios que asesinarion ex policía en La Victoria;20/06/2017;El Popular;Sicariato;Pistola;;;Hombre;Hombre (2);La Victoria;1;0;Policía
http://www.elpopular.pe/actualidad-y-policiales/2017-06-20-delincuente-hace-ejercicios-antes-de-robar-su-victimas-video;Delincuente hace ejercicios antes de robar a sus victimas;20/06/2017;El Popular;Asalto;;;15-21;Mujer;Hombre;El Agustino;0;0;
http://www.elpopular.pe/actualidad-y-policiales/2017-06-20-peruano-regreso-de-estados-unidos-para-ver-sus-hijos-y-delincuentes-lo-asesinan-video;Peruano volvió de Estados Unidos para ver a sus hijos y delincuentes lo matan;20/06/2017;El Popular;Asalto;Arma Blanca;;;Hombre;Hombre (3) / Mujer;Comas;1;0;
http://trome.pe/actualidad/policiales/inseguridad-ciudadana-robo-autopartes-carro-mecanica-folclore-independencia-video-53603;Inseguridad ciudadana: Roban autopartes a carro de 'La Mecánica del Folclore' en Independencia [VIDEO];20/06/2017;Trome;Hurto;Arma Blanca;35-55;22-34;Mujer;Hombre (3);Independencia;0;0;Empresario
http://ojo.pe/policial/santa-anita-ratero-usa-arma-de-juguete-y-lo-muelen-a-golpes-243427/;Santa Anita: ratero usa arma de juguete y lo muelen a golpes;21/06/2017;Ojo;Asalto;Sin arma;;22-34;;Hombre;Santa Anita;0;0;
https://panamericana.pe/24horas/locales/228744-capturan-sujeto-asalto-tienda-ropa-surco;Capturan a sujeto que asaltó tienda de ropa en Surco;21/06/2017;Panamericana;Hurto;Arma blanca;;;Mujer;Hombre (3);Surco;0;0;Empresario
http://ojo.pe/policial/enfermero-robo-s-120-mil-en-medicina-y-botin-lo-vendia-en-su-botica-243489/;Enfermero robó S/120 mil en medicina y botín lo ¡vendía en su botica!;22/06/2017;Ojo;Hurto;Sin arma;;;;Hombre(7);Cercado de Lima;0;0;
http://ojo.pe/policial/lince-se-llevan-s-7-mil-de-pizzeria-y-hieren-de-bala-a-padre-e-hijo-video-243478/;Lince: se llevan S/. 7 mil de pizzería y hieren de bala a padre e hijo (VIDEO);22/06/2017;Ojo;Asalto;Pistola;;;Hombre(2);;Lince;0;2;Empresario
http://trome.pe/actualidad/policiales/inseguridad-ciudadana-asalto-chifa-san-luis-video-53850;Inseguridad ciudadana: Asaltan por quinta vez el mismo chifa en San Luis [VIDEO];22/06/2017;Trome;Asalto;Pistola;;22-34;;Hombre (3);San Luis;0;0;
http://trome.pe/actualidad/policiales/inseguridad-ciudadana-lince-asalto-pizzeria-balacera-video-53844;Inseguridad ciudadana: Padre e hijo fueron baleados en asalto a su pizzería en Lince [VIDEO];22/06/2017;Trome;Asalto;Pistola;;;Hombre (2);Varios (No especifica);Lince;0;2;Empresario
http://peru21.pe/actualidad/surco-policia-abate-presunto-delincuente-persecucion-y-balacera-video-2286854;Delincuente muere tras persecución y balacera en Surco [VIDEO];24/05/2017;Perú21;Otros;Pistola;;;Varios (No específica);Varios (No específica);Surco;1;0;
http://trome.pe/actualidad/cercado-lima-robo-10-mil-dolares-cambista-54025;Cercado de Lima: delincuente robó 10 mil dólares a un cambista [VIDEO];24/06/2017;Trome;Asalto;Pistola;35-55;22-34;Mujer;Hombre (3);Cercado de Lima;0;0;Cambista
http://larepublica.pe/sociedad/889953-la-confesion-de-la-cajera-de-banco-que-utilizo-memoria-usb-para-robar-5-millones-de-soles-video;La confesión de la cajera de banco que utilizó memoria USB para robar 5 millones de soles [VIDEO];27/06/2017;La República;Hurto;;;22-34;;Mujer (2);Independencia;0;0;
http://www.elpopular.pe/actualidad-y-policiales/2017-06-27-callao-asesinan-balazos-obrero-de-construccion-civil;Callao: asesinan a balazos a obrero de construcción civil;27/06/2017;El Popular;Extorsión;Pistola;22-34;;Hombre;Hombre (2);Callao;1;0;Obrero
http://larepublica.pe/sociedad/890279-jesus-maria-sujetos-asaltan-profesor-pero-el-los-sorprende-y-saca-su-propia-arma-video;Jesús María: Sujetos asaltan a profesor pero él los sorprende y saca su propia arma [VIDEO];28/06/2017;La República;Raqueteo;Pistola;;;Hombre;Varios( No especifica);Jesús María;0;1;Docente
http://ojo.pe/policial/la-victoria-marcas-con-lujoso-auto-roban-s-20-mil-a-gerente-243729/;"La Victoria: ""marcas"" con lujoso auto roban S/. 20 mil a gerente";28/06/2017;Ojo;Marcaje;Pistola;35-55;;Hombre;Hombre(4);La Victoria;0;0;Comerciante
http://ojo.pe/policial/hombre-arana-fue-capturado-cuando-pretendia-robar-banco-243763/;“Hombre araña” fue capturado cuando pretendía robar banco;28/06/2017;Ojo;Asalto;Pistola;;22-34;;Hombre(2);San Juan de Lurigancho;0;0;
http://larepublica.pe/sociedad/890716-los-olivos-asaltan-local-de-janet-barboza-por-septima-vez;Los Olivos: Asaltan local de Janet Barboza por séptima vez;29/06/2017;La República;Asalto;Pistola;;;Varios (No especifica);Hombre;Los Olivos;0;0;
http://cdn8.larepublica.pe/sociedad/890624-asalto-en-restaurante-persecucion-y-tiroteo-hay-3-delincuentes-juveniles-detenidos;Asalto en restaurante, persecución y tiroteo: hay 3 delincuentes juveniles detenidos;29/06/2017;La República;Asalto;Pistola;;15-21 (3);;Hombre (3);San Luis;0;0;
http://peru21.pe/actualidad/cae-presunto-extorsionador-que-habia-sembrado-terror-cono-norte-video-2287658;Cae presunto extorsionador que sembraba el terror en el Cono Norte [VIDEO];30/05/2017;Perú21;Extorsión;Pistola;;22-34;;Hombre;Ancón;0;0;
http://larepublica.pe/sociedad/891030-detienen-asaltante-que-portaba-un-maletin-lleno-de-armas;Detienen a asaltante que portaba un maletín lleno de armas;30/06/2017;La República;Asalto;Pistola;;22-34;;Hombre;Ancón;0;0;
http://ojo.pe/policial/basta-ya-ocho-tenderos-roban-al-menos-80-prendas-en-tienda-de-gamarra-video-243828/;¡Basta ya! Ocho tenderos roban al menos 80 prendas en tienda de Gamarra (VIDEO);30/06/2017;Ojo;Hurto;Sin arma;;;;Varios(No especifica);La Victoria;0;0;
http://larepublica.pe/reportero-ciudadano/887121-camara-de-seguridad-ayudo-capturar-raqueteros-que-asaltaban-mano-armada;Cámara de seguridad ayudó a capturar a raqueteros que asaltaban a mano armada;;La República;Raqueteo;Pistola;;22-34 (3);;Hombre (3);Cieneguilla;0;0;
https://panamericana.pe/24horas/locales/225047-sjl-delincuentes-armados-asaltan-minimarket-llevan-8-mil-soles;SJL: Delicuentes armados asaltan minimarket y se llevan 8 mil soles;14/04/2017;Panamericana TV;Asalto;Pistola;;;Varios (No especifica);Hombre;San Juan de Lurigancho;0;0;Dueño de local
http://www.elpopular.pe/actualidad-y-policiales/2017-04-18-inseguridad-ciudadana-policia-frustra-asalto-y-captura-raquetero-en-zarate;Inseguridad ciudadana: policía frusta asalto y captura a raquetero en Zárate;18/04/2017;El Popular;Raqueteo;Pistola;;35-55;Mujer;Hombre;San Juan de Lurigancho;0;0;
http://trome.pe/actualidad/policiales/asaltaron-centro-comercial-malvinas-plena-luz-dia-45153;Inseguridad ciudadana: Asaltaron centro comercial ‘Las Malvinas’ a plena luz del día [FOTOS];1/04/2017;Trome;Asalto;Pistola;;;Varios (no especifica);Hombre (4);Cercado de Lima;0;0;
http://www.latina.pe/noticias/90/villa-el-salvador-roban-regalos-de-nina-antes-de-su-cumpleanos-50281/;Villa El Salvador: roban regalos de niña antes de su cumpleaños;2/04/2017;Latina;Hurto;;;22-34;Varios;Hombre;Villa El Salvador;0;0;
http://trome.pe/actualidad/comas-veterinaria-asaltada-delincuencia-45229;Comas: veterinaria fue asaltada y los delincuentes fueron atrapados a balazos;2/04/2017;Trome;Asalto;Pistola;56-100;;Hombre;Varios (No especifica);Comas;0;0;Veterinario
http://www.americatv.com.pe/noticias/actualidad/miraflores-camaras-seguridad-registraron-crimen-cambista-n271293;Miraflores: cámaras de seguridad registraron crimen de cambista;02-14-17;América TV;Asalto;Pistola;;;Varios (No especifica);Varios (No especificar);Miraflores;0;0;Cambista
http://www.americatv.com.pe/noticias/actualidad/pareja-finge-clientes-asaltar-casa-cambio-jesus-maria-n271378;Pareja finje ser cliente para asaltar casa de cambio en Jesús María;3/04/2017;América TV;Asalto;Pistola;;;Hombre;Hombre;Jesús María;0;1;
http://www.americatv.com.pe/noticias/actualidad/ate-cuatro-heridos-durante-asalto-cambistas-n271486;Ate: cuatro heridos durante asalto a cambistas;3/04/2017;América TV;Asalto;Pistola;;;Varios (4);Varios (No especifica);Ate;0;4;Cambista
http://trome.pe/actualidad/asaltan-cambistas-frente-plaza-vea-salamanca-video-45438;Asaltaron a cambistas frente al Plaza Vea de Salamanca [VIDEOS];3/04/2017;Trome;Asalto;Pistola;;;Varios (no especifica);Hombre (4);Ate;0;4;
http://larepublica.pe/sociedad/861816-estafadores-le-roban-150-mil-soles-senora-con-el-cuento-de-las-monedas-de-oro;"Estafadores le roban 150 mil soles a señora con el cuento de las 'monedas de oro' 
";3/04/2017;La República;Hurto;;56-100;;Mujer;Hombre (2);Magdalena;0;0;
http://peru21.pe/actualidad/callao-asaltan-23-taxistas-que-laboran-aplicaciones-digitales-2276399;Callao: Asaltan a 23 taxistas que laboran con aplicaciones digitales;3/04/2017;Perú21;Asalto;;;;;;Callao;0;0;
http://peru21.pe/actualidad/independencia-capturan-sicario-que-asesino-empresario-pedido-hijo-2276540;Independencia: Capturan a sicario que asesinó a un empresario a pedido de hijo;4/04/2017;Perú21;Sicariato;Pistola;;;Hombre;Hombre;Independencia;0;0;Empresario
http://ojo.pe/policial/los-olivos-delincuentes-no-perdonan-nada-y-encanonan-a-nina-en-asalto-a-optica-239592/;Los Olivos: delincuentes no perdonan nada y encañonan a niña en asalto a óptica;4/04/2017;Ojo;Asalto;Pistola;22-34;;Hombre;Hombre (3);Los Olivos;0;0;Dueño de óptica
http://www.elpopular.pe/actualidad-y-policiales/2017-04-05-la-victoria-falsos-mototaxista-asaltaban-pasajeras;La Victoria: tras persecución cae banda de de raqueteros.;5/04/2017;El Popular;Raqueteo;Pistola;;35-55;;Hombre;La Victoria;;;
http://www.elpopular.pe/actualidad-y-policiales/2017-04-05-surquillo-cuatro-heridos-de-bala-tras-frustrado-atraco-cambista-foto-y-video;Surquillo: Marcas vestidos de heladeros, baleados tras frustrado atraco a cambista.;5/04/2017;El Popular;Asalto;Pistola;;;;Varios (no especifíca);Surquillo;0;4;Cambista
http://peru21.pe/actualidad/asaltan-casa-cambio-surquillo-y-cuatro-personas-resultan-heridas-2276711;Falsos heladeros asaltan casa de cambio de Surquillo y dejan cuatro heridos;5/04/2017;Perú21;Asalto;Pistola;;;Hombre;Varios (No especifica);Surquillo;0;4;Dueño casa de cambio
http://rpp.pe/lima/policiales-crimenes/reportan-balacera-en-surquillo-noticia-1041919;Asaltantes vestidos de heladeros desataron balacera en Surquillo;5/04/2017;RPP;Asalto;Pistola;;;Hombre;Hombre (6);Surquillo;0;4;Dueño de casa de cambio
http://exitosanoticias.pe/surquillo-dos-heridos-deja-asalto-a-cambistas/;Dos heridos deja asalto a cambistas;5/04/2017;Exitosa;Asalto;Pistola;;;;Hombre (6);Surquillo;0;2;Cambistas
http://ojo.pe/policial/opticas-en-la-mira-delincuentes-asaltan-otro-negocio-en-brena-bajo-esta-modalidad-239662/;¡Ópticas en la mira! Delincuentes asaltan otro negocio en Breña bajo esta modalidad;5/04/2017;Ojo;Asalto;Pistola;;;Mujer;Hombre (2);Breña;0;;Asesora de Ventas
http://www.latina.pe/noticias/90/san-miguel-camaras-registraron-el-robo-de-s135-mil-a-cambista-50560/;San Miguel: cámaras registraron el robo de S/135 mil a cambista;5/04/2017;Latina;Asalto;Pistola;;;Varios;Hombre (3);San Miguel;0;0;Cambista
http://rpp.pe/lima/seguridad/video-delincuentes-asaltan-a-cambista-y-se-llevan-175-mil-soles-en-san-miguel-noticia-1042152;Delincuentes asaltan a cambista y se llevan 175 mil soles en San Miguel;6/04/2017;RPP;Asalto;Pistola;;;Hombre;Hombre (3);San Miguel;0;1;Cambista
http://www.elpopular.pe/actualidad-y-policiales/2017-04-07-chorrillos-ladron-roba-en-el-metropolitano-y-quiso-escapar-por-la-ventana-video;Chorrillos: ladrón roba en El Metropolitano y quiso escapar por la ventana.;7/04/2017;El Popular;Asalto;Sin arma;;;Hombre;Hombre;Chorrillos;0;1;
http://larepublica.pe/impresa/sociedad/867639-policia-muere-baleado-por-delincuentes-al-intentar-frustrar-un-asalto-en-brena;Policía muere baleado por delincuentes al intentar frustrar un asalto en Breña;21/04/2017;La República;Asalto;Pistola;35-55;;Hombre;Varios (No especifica);Breña;1;0;Policía
http://rpp.pe/lima/seguridad/video-ladron-robo-un-celular-en-el-metropolitano-e-intento-escapar-por-la-ventana-noticia-1042704;Ladrón robó un celular en el Metropolitano e intentó escapar por la ventana;8/04/2017;RPP;Hurto;Sin arma;;;Mujer;Hombre;Chorrillos;0;0;
http://www.elpopular.pe/actualidad-y-policiales/2017-04-25-inseguridad-ciudadana-delincuentes-acribillan-policia-en-retiro-y-su-hijo-en-chifa;San Juan de Lurigancho: sicarios acribillan a padre e hijo en puerta de chifa;25/04/2017;El Popular;Sicariato;Pistola;35-55;;Hombre;Varios (no especifíca);Callao;1;1;Policía
http://www.latina.pe/noticias/90/vmt-asaltan-a-balazos-a-empresarios-en-terminal-pesquero-50777/;VMT: asaltan a balazos a empresarios en terminal pesquero;11/04/2017;Latina;Asalto;Pistola;;;Varios;Varios (5);Villa María del Triunfo;0;0;
http://www.latina.pe/noticias/90/camaras-captaron-robo-de-comberos-a-tienda-de-ropa-en-c-c-arenales-50769/;Cámaras captaron robo de ‘comberos’ a tienda de ropa en C.C. Arenales;11/04/2017;Latina;Hurto;Comba;;;;Varios;Lince;0;0;
http://www.latina.pe/noticias/90/dos-delincuentes-heridos-tras-balacera-en-el-cercado-de-lima-50855/;Dos delincuentes heridos tras balacera en el Cercado de Lima;12/04/2017;Latina;Asalto;Pistola;;;Varios;Varios (5);Cercado de Lima;0;2;
http://peru21.pe/actualidad/policia-frustro-asalto-cercado-lima-video-2277586;Policía frustró asalto en el Cercado de Lima;12/04/2017;Perú21;Asalto;Pistola;;;;Hombre (6);Cercado de Lima;0;2;
http://larepublica.pe/sociedad/866246-pnp-detiene-menores-que-asaltaban-taxistas-en-barrios-altos-video;"PNP detiene a menores que asaltaban taxistas en Barrios Altos [VIDEO] 
";12/04/2017;La República;Raqueteo;;;15-21;;Hombre (2);Cercado de Lima;;;
http://www.elpopular.pe/actualidad-y-policiales/2017-04-13-callao-retira-10-mil-soles-de-banco-por-semana-santa-y-marcas-lo-asaltan-dos-cuadras;Retira 10 mil soles de banco y marcas lo asaltan a dos cuadras;13/04/2017;El Popular;Marcaje;Pistola;;15-21;Hombre;Hombre;Carmen de la Legua;0;0;Comerciante
http://peru21.pe/actualidad/semana-santa-detienen-delincuentes-que-planeaban-asaltar-iglesia-santo-cristo-video-2277786;Semana Santa: Detienen a delincuentes que planeaban asaltar iglesia Santo Cristo;13/04/2017;Perú21;Hurto;Pistola;;;;Hombre (3);Cercado de Lima;0;0;
http://trome.pe/actualidad/chorrillos-estudiante-muerte-balazos-47298;Chorrillos: Matan a estudiante a balazos por salir con novia de ratero [FOTO];20/04/2017;Trome;Sicariato;Pistola;15-21;;Hombre;Varios (No especifica);Chorrillos;1;0;Estudiante
http://ojo.pe/policial/cercado-de-lima-dos-rateros-heridos-deja-intento-de-asalto-en-almacen-de-empresa-video-240033/;Cercado de Lima: dos rateros heridos deja intento de asalto en almacén de empresa (VIDEO);14/04/2017;Ojo;Asalto;Pistola;;;;Hombre (6);Cercado de Lima;0;3;Agentes de seguridad
http://larepublica.pe/sociedad/865657-comas-marino-de-guerra-es-baleado-tras-frustrar-asalto;Comas: Marino de guerra es baleado tras frustrar asalto;15/04/2017;La República;Asalto;Pistola;22-34;;Hombre;;Comas;0;1;Militar
http://rpp.pe/lima/policiales-crimenes/cayo-una-banda-de-asaltantes-integrada-por-mujeres-en-huachipa-noticia-1044207;Cayó una banda de asaltantes integrada por mujeres en Huachipa;15/04/2017;RPP;Asalto;Pistola;;;Hombre;Mujer (3);Huachipa;0;1;Mototaxista
http://www.elpopular.pe/actualidad-y-policiales/2017-04-07-pnp-abate-delincuente-tras-enfrentamiento-balas;PNP abate a delincuente tras enfrentamiento a balazos;7/04/2017;El Popular;Raqueteo;Pistola;22-34;35-55;Hombre;Hombre (3);Comas;1;1;Delincuente
http://www.americatv.com.pe/noticias/actualidad/sjm-ladrones-roban-peluqueria-y-se-llevan-hasta-champu-n272941;SJM: ladrones roban peluquería y se llevan ahsta shampoo;17/04/2017;América TV;Asalto;Pistola;;;Varios (No especifica);Hombre;San Juan de Miraflores;0;0;
http://rpp.pe/lima/policiales-crimenes/capturaron-a-marlon-brando-cuando-intentaba-robar-una-casa-en-la-molina-noticia-1044501;Capturaron a Marlon Brando cuando intentaba robar una casa en La Molina;17/04/2017;RPP;Hurto;Sin arma;;;;Hombre;La Molina;0;0;
http://ojo.pe/policial/feroz-enfrentamiento-entre-delincuentes-y-policia-dejo-un-herido-de-bala-240296/;Feroz enfrentamiento entre delincuentes y Policía dejó un herido de bala;17/04/2017;Ojo;Raqueteo;Pistola;;;Varios (2);Hombre (4);Villa El Salvador;0;1;
http://larepublica.pe/sociedad/866224-ves-camaras-captan-violento-asalto-y-robo-hombre-en-la-puerta-de-su-casa-video;V.E.S.: Cámaras captan violento asalto y robo a hombre en la puerta de su casa [VIDEO];17/04/2017;La República;Raqueteo;Pistola;;;Hombre;Hombre (2);Villa El Salvador;0;0;
http://peru21.pe/actualidad/barrios-altos-caen-adolescentes-asaltar-taxistas-2278158;Caen adolescentes por asaltar a taxistas en Barrios Altos;17/04/2017;Perú21;Asalto;Arma blanca;;15-21;Hombre;Hombre (2);Cercado de Lima;0;0;Taxista
http://ojo.pe/policial/con-perros-pitbull-asustan-a-policias-240263/;Con perros pitbull asustan a policías;17/04/2017;Ojo;Otros;Otros;;;;Varios (5);Callao;0;0;Policías
http://ojo.pe/policial/policia-balea-a-delincuente-que-minutos-antes-le-robo-celular-240804/;Policía balea a delincuente que minutos antes le robó celular;25/04/2017;Ojo;Asalto;Pistola;;22-34;Hombre;Hombre;El Agustino;1;0;Policía
http://ojo.pe/policial/omg-delincuentes-se-enfrentaron-a-policias-y-ni-imaginas-que-paso-240348/;Policía desarticula banda de asaltantes de conocida librería;18/04/2017;Ojo;Asalto;Pistola;;;;Hombre (4);Pueblo Libre;0;2;
http://rpp.pe/lima/policiales-crimenes/policia-frustra-robo-a-libreria-tai-loy-y-captura-a-dos-asaltantes-en-pueblo-libre-noticia-1044651;Policía frustra robo a librería Tai Loy y captura a dos asaltantes en Pueblo Libre;18/04/2017;RPP;Asalto;Pistola;;22-34;;Hombre (2);Pueblo Libre;0;0;
http://www.latina.pe/noticias/90/pueblo-libre-asi-fue-la-fuga-de-asaltantes-tras-robar-reconocida-tienda-51154/;Pueblo Libre: así fue la fuga de asaltantes tras robar reconocida tienda;18/04/2017;Latina;Asalto;Pistola;;;Varios;Hombre (4);Pueblo Libre;0;0;
http://peru21.pe/actualidad/padre-hijo-son-capturados-al-asaltar-libreria-pueblo-libre-video-2278297;Padre e hijo son capturados al asaltar una librería en Pueblo Libre;18/04/2017;Perú21;Asalto;Pistola;;;;Hombre (4);Pueblo Libre;0;0;
http://www.elpopular.pe/actualidad-y-policiales/2017-04-19-carbayllo-sujetos-caen-tras-asaltar-farmacia;Carabayllo: sujetos caen tras asaltar farmacia;19/04/2017;El Popular;Raqueteo;Pistola;;22-34;Mujer;Hombre;Carabayllo;0;0;Cajera
http://larepublica.pe/sociedad/867074-metropolitano-joven-que-fue-asaltado-en-un-bus-alimentador-tenia-orden-de-requisitoria;Metropolitano: Joven que fue asaltado en un bus alimentador tenía orden de requisitoria;19/04/2017;La República;Raqueteo;Pistola;35-55;;Hombre;Hombre (2);Chorrillos;0;1;Mototaxista
http://rpp.pe/lima/policiales-crimenes/video-asaltan-a-pasajero-de-alimentador-del-metropolitano-en-chorrillos-noticia-1045010;Asaltan a pasajero de alimentador del Metropolitano en Chorrillos;19/04/2017;RPP;Asalto;Pistola;;;Hombre;Hombre (2);Chorrillos;0;1;Mototaxista
http://larepublica.pe/sociedad/869308-sicarios-asesinan-balazos-un-requisitoriado-por-narcotrafico;Sicarios asesinan a balazos a un requisitoriado por narcotráfico;25/04/2017;La República;Sicariato;Pistola;35-55;;Hombre;;Puente Piedra;1;;Agente de aduanas
